gene_symbol,ncbi_gene,ensembl_gene,db_gene_symbol,db_ncbi_gene,db_ensembl_gene,source_gene,gs_id,gs_name,gs_collection,gs_subcollection,gs_collection_name,gs_description,gs_source_species,gs_pmid,gs_geoid,gs_exact_source,gs_url,db_version,db_target_species,entrez_gene,gs_cat,gs_subcat
MEF2C,4208,ENSG00000081189,MEF2C,4208,ENSG00000081189,MEF2C,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,4208,H,
MEF2D,4209,ENSG00000116604,MEF2D,4209,ENSG00000116604,MEF2D,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,4209,H,
MRAS,22808,ENSG00000158186,MRAS,22808,ENSG00000158186,MRAS,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,22808,H,
MYBPC3,4607,ENSG00000134571,MYBPC3,4607,ENSG00000134571,MYBPC3,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,4607,H,
MYBPH,4608,ENSG00000133055,MYBPH,4608,ENSG00000133055,MYBPH,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,4608,H,
MYF6,4618,ENSG00000111046,MYF6,4618,ENSG00000111046,MYF6,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,4618,H,
MYH1,4619,ENSG00000109061,MYH1,4619,ENSG00000109061,MYH1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,4619,H,
MYH11,4629,ENSG00000133392,MYH11,4629,ENSG00000133392,MYH11,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,4629,H,
MYH2,4620,ENSG00000125414,MYH2,4620,ENSG00000125414,MYH2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,4620,H,
MYH3,4621,ENSG00000109063,MYH3,4621,ENSG00000109063,MYH3,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,4621,H,
MYH4,4622,ENSG00000264424,MYH4,4622,ENSG00000264424,MYH4,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,4622,H,
MYH7,4625,ENSG00000092054,MYH7,4625,ENSG00000092054,MYH7,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,4625,H,
MYH8,4626,ENSG00000133020,MYH8,4626,ENSG00000133020,MYH8,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,4626,H,
MYH9,4627,ENSG00000100345,MYH9,4627,ENSG00000100345,MYH9,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,4627,H,
MYL1,4632,ENSG00000168530,MYL1,4632,ENSG00000168530,MYL1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,4632,H,
MYL11,29895,ENSG00000180209,MYL11,29895,ENSG00000180209,MYLPF,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,29895,H,
MYL2,4633,ENSG00000111245,MYL2,4633,ENSG00000111245,MYL2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,4633,H,
MYL3,4634,ENSG00000160808,MYL3,4634,ENSG00000160808,MYL3,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,4634,H,
MYL4,4635,ENSG00000198336,MYL4,4635,ENSG00000198336,MYL4,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,4635,H,
MYL6B,140465,ENSG00000196465,MYL6B,140465,ENSG00000196465,MYL6B,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,140465,H,
MYL7,58498,ENSG00000106631,MYL7,58498,ENSG00000106631,MYL7,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,58498,H,
MYLK,4638,ENSG00000065534,MYLK,4638,ENSG00000065534,MYLK,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,4638,H,
MYO1C,4641,ENSG00000197879,MYO1C,4641,ENSG00000197879,MYO1C,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,4641,H,
MYOG,4656,ENSG00000122180,MYOG,4656,ENSG00000122180,MYOG,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,4656,H,
MYOM1,8736,ENSG00000101605,MYOM1,8736,ENSG00000101605,MYOM1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,8736,H,
MYOM2,9172,ENSG00000036448,MYOM2,9172,ENSG00000036448,MYOM2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,9172,H,
MYOZ1,58529,ENSG00000177791,MYOZ1,58529,ENSG00000177791,MYOZ1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,58529,H,
NAV2,89797,ENSG00000166833,NAV2,89797,ENSG00000166833,NAV2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,89797,H,
NCAM1,4684,ENSG00000149294,NCAM1,4684,ENSG00000149294,NCAM1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,4684,H,
NOS1,4842,ENSG00000089250,NOS1,4842,ENSG00000089250,NOS1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,4842,H,
NOTCH1,4851,ENSG00000148400,NOTCH1,4851,ENSG00000148400,NOTCH1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,4851,H,
NQO1,1728,ENSG00000181019,NQO1,1728,ENSG00000181019,NQO1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,1728,H,
OCEL1,79629,ENSG00000099330,OCEL1,79629,ENSG00000099330,OCEL1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,79629,H,
PC,5091,ENSG00000173599,PC,5091,ENSG00000173599,PC,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,5091,H,
PDE4DIP,9659,ENSG00000178104,PDE4DIP,9659,ENSG00000178104,PDE4DIP,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,9659,H,
PDLIM7,9260,ENSG00000196923,PDLIM7,9260,ENSG00000196923,PDLIM7,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,9260,H,
PFKM,5213,ENSG00000152556,PFKM,5213,ENSG00000152556,PFKM,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,5213,H,
PGAM2,5224,ENSG00000164708,PGAM2,5224,ENSG00000164708,PGAM2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,5224,H,
PICK1,9463,ENSG00000100151,PICK1,9463,ENSG00000100151,PICK1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,9463,H,
PKIA,5569,ENSG00000171033,PKIA,5569,ENSG00000171033,PKIA,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,5569,H,
PLXNB2,23654,ENSG00000196576,PLXNB2,23654,ENSG00000196576,PLXNB2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,23654,H,
PPFIA4,8497,ENSG00000143847,PPFIA4,8497,ENSG00000143847,PPFIA4,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,8497,H,
PPP1R3C,5507,ENSG00000119938,PPP1R3C,5507,ENSG00000119938,PPP1R3C,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,5507,H,
PRNP,5621,ENSG00000171867,PRNP,5621,ENSG00000171867,PRNP,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,5621,H,
PSEN2,5664,ENSG00000143801,PSEN2,5664,ENSG00000143801,PSEN2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,5664,H,
PTGIS,5740,ENSG00000124212,PTGIS,5740,ENSG00000124212,PTGIS,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,5740,H,
PTP4A3,11156,ENSG00000184489,PTP4A3,11156,ENSG00000184489,PTP4A3,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,11156,H,
PVALB,5816,ENSG00000100362,PVALB,5816,ENSG00000100362,PVALB,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,5816,H,
PYGM,5837,ENSG00000068976,PYGM,5837,ENSG00000068976,PYGM,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,5837,H,
RB1,5925,ENSG00000139687,RB1,5925,ENSG00000139687,RB1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,5925,H,
REEP1,65055,ENSG00000068615,REEP1,65055,ENSG00000068615,REEP1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,65055,H,
RIT1,6016,ENSG00000143622,RIT1,6016,ENSG00000143622,RIT1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,6016,H,
RYR1,6261,ENSG00000196218,RYR1,6261,ENSG00000196218,RYR1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,6261,H,
SCD,6319,ENSG00000099194,SCD,6319,ENSG00000099194,SCD,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,6319,H,
SCHIP1,29970,ENSG00000151967,SCHIP1,29970,ENSG00000151967,SCHIP1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,29970,H,
SGCA,6442,ENSG00000108823,SGCA,6442,ENSG00000108823,SGCA,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,6442,H,
SGCD,6444,ENSG00000170624,SGCD,6444,ENSG00000170624,SGCD,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,6444,H,
SGCG,6445,ENSG00000102683,SGCG,6445,ENSG00000102683,SGCG,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,6445,H,
SH2B1,25970,ENSG00000178188,SH2B1,25970,ENSG00000178188,SH2B1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,25970,H,
SH3BGR,6450,ENSG00000185437,SH3BGR,6450,ENSG00000185437,SH3BGR,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,6450,H,
SIRT2,22933,ENSG00000068903,SIRT2,22933,ENSG00000068903,SIRT2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,22933,H,
SLC6A8,6535,ENSG00000130821,SLC6A8,6535,ENSG00000130821,SLC6A8,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,6535,H,
SLN,6588,ENSG00000170290,SLN,6588,ENSG00000170290,SLN,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,6588,H,
SMTN,6525,ENSG00000183963,SMTN,6525,ENSG00000183963,SMTN,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,6525,H,
SOD3,6649,ENSG00000109610,SOD3,6649,ENSG00000109610,SOD3,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,6649,H,
SORBS1,10580,ENSG00000095637,SORBS1,10580,ENSG00000095637,SORBS1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,10580,H,
SORBS3,10174,ENSG00000120896,SORBS3,10174,ENSG00000120896,SORBS3,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,10174,H,
SPARC,6678,ENSG00000113140,SPARC,6678,ENSG00000113140,SPARC,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,6678,H,
SPDEF,25803,ENSG00000124664,SPDEF,25803,ENSG00000124664,SPDEF,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,25803,H,
SPEG,10290,ENSG00000072195,SPEG,10290,ENSG00000072195,SPEG,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,10290,H,
SPHK1,8877,ENSG00000176170,SPHK1,8877,ENSG00000176170,SPHK1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,8877,H,
SPTAN1,6709,ENSG00000197694,SPTAN1,6709,ENSG00000197694,SPTAN1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,6709,H,
SSPN,8082,ENSG00000123096,SSPN,8082,ENSG00000123096,SSPN,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,8082,H,
STC2,8614,ENSG00000113739,STC2,8614,ENSG00000113739,STC2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,8614,H,
SVIL,6840,ENSG00000197321,SVIL,6840,ENSG00000197321,SVIL,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,6840,H,
SYNGR2,9144,ENSG00000108639,SYNGR2,9144,ENSG00000108639,SYNGR2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,9144,H,
TAGLN,6876,ENSG00000149591,TAGLN,6876,ENSG00000149591,TAGLN,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,6876,H,
TCAP,8557,ENSG00000173991,TCAP,8557,ENSG00000173991,TCAP,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,8557,H,
TEAD4,7004,ENSG00000197905,TEAD4,7004,ENSG00000197905,TEAD4,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,7004,H,
TGFB1,7040,ENSG00000105329,TGFB1,7040,ENSG00000105329,TGFB1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,7040,H,
TNNC1,7134,ENSG00000114854,TNNC1,7134,ENSG00000114854,TNNC1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,7134,H,
TNNC2,7125,ENSG00000101470,TNNC2,7125,ENSG00000101470,TNNC2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,7125,H,
TNNI1,7135,ENSG00000159173,TNNI1,7135,ENSG00000159173,TNNI1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,7135,H,
TNNI2,7136,ENSG00000130598,TNNI2,7136,ENSG00000130598,TNNI2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,7136,H,
TNNT1,7138,ENSG00000105048,TNNT1,7138,ENSG00000105048,TNNT1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,7138,H,
TNNT2,7139,ENSG00000118194,TNNT2,7139,ENSG00000118194,TNNT2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,7139,H,
TNNT3,7140,ENSG00000130595,TNNT3,7140,ENSG00000130595,TNNT3,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,7140,H,
TPD52L1,7164,ENSG00000111907,TPD52L1,7164,ENSG00000111907,TPD52L1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,7164,H,
TPM2,7169,ENSG00000198467,TPM2,7169,ENSG00000198467,TPM2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,7169,H,
TPM3,7170,ENSG00000143549,TPM3,7170,ENSG00000143549,TPM3,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,7170,H,
TSC2,7249,ENSG00000103197,TSC2,7249,ENSG00000103197,TSC2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,7249,H,
VIPR1,7433,ENSG00000114812,VIPR1,7433,ENSG00000114812,VIPR1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,7433,H,
WWTR1,25937,ENSG00000018408,WWTR1,25937,ENSG00000018408,WWTR1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,25937,H,
APH1A,51107,ENSG00000117362,APH1A,51107,ENSG00000117362,APH1A,M5903,HALLMARK_NOTCH_SIGNALING,H,,Hallmark,Genes up-regulated by activation of Notch signaling.,HS,26771021,,,,2025.1.Hs,HS,51107,H,
ARRB1,408,ENSG00000137486,ARRB1,408,ENSG00000137486,ARRB1,M5903,HALLMARK_NOTCH_SIGNALING,H,,Hallmark,Genes up-regulated by activation of Notch signaling.,HS,26771021,,,,2025.1.Hs,HS,408,H,
CCND1,595,ENSG00000110092,CCND1,595,ENSG00000110092,CCND1,M5903,HALLMARK_NOTCH_SIGNALING,H,,Hallmark,Genes up-regulated by activation of Notch signaling.,HS,26771021,,,,2025.1.Hs,HS,595,H,
CUL1,8454,ENSG00000055130,CUL1,8454,ENSG00000055130,CUL1,M5903,HALLMARK_NOTCH_SIGNALING,H,,Hallmark,Genes up-regulated by activation of Notch signaling.,HS,26771021,,,,2025.1.Hs,HS,8454,H,
DLL1,28514,ENSG00000198719,DLL1,28514,ENSG00000198719,DLL1,M5903,HALLMARK_NOTCH_SIGNALING,H,,Hallmark,Genes up-regulated by activation of Notch signaling.,HS,26771021,,,,2025.1.Hs,HS,28514,H,
DTX1,1840,ENSG00000135144,DTX1,1840,ENSG00000135144,DTX1,M5903,HALLMARK_NOTCH_SIGNALING,H,,Hallmark,Genes up-regulated by activation of Notch signaling.,HS,26771021,,,,2025.1.Hs,HS,1840,H,
DTX2,113878,ENSG00000091073,DTX2,113878,ENSG00000091073,DTX2,M5903,HALLMARK_NOTCH_SIGNALING,H,,Hallmark,Genes up-regulated by activation of Notch signaling.,HS,26771021,,,,2025.1.Hs,HS,113878,H,
DTX4,23220,ENSG00000110042,DTX4,23220,ENSG00000110042,DTX4,M5903,HALLMARK_NOTCH_SIGNALING,H,,Hallmark,Genes up-regulated by activation of Notch signaling.,HS,26771021,,,,2025.1.Hs,HS,23220,H,
FBXW11,23291,ENSG00000072803,FBXW11,23291,ENSG00000072803,FBXW11,M5903,HALLMARK_NOTCH_SIGNALING,H,,Hallmark,Genes up-regulated by activation of Notch signaling.,HS,26771021,,,,2025.1.Hs,HS,23291,H,
FZD1,8321,ENSG00000157240,FZD1,8321,ENSG00000157240,FZD1,M5903,HALLMARK_NOTCH_SIGNALING,H,,Hallmark,Genes up-regulated by activation of Notch signaling.,HS,26771021,,,,2025.1.Hs,HS,8321,H,
FZD5,7855,ENSG00000163251,FZD5,7855,ENSG00000163251,FZD5,M5903,HALLMARK_NOTCH_SIGNALING,H,,Hallmark,Genes up-regulated by activation of Notch signaling.,HS,26771021,,,,2025.1.Hs,HS,7855,H,
FZD7,8324,ENSG00000155760,FZD7,8324,ENSG00000155760,FZD7,M5903,HALLMARK_NOTCH_SIGNALING,H,,Hallmark,Genes up-regulated by activation of Notch signaling.,HS,26771021,,,,2025.1.Hs,HS,8324,H,
HES1,3280,ENSG00000114315,HES1,3280,ENSG00000114315,HES1,M5903,HALLMARK_NOTCH_SIGNALING,H,,Hallmark,Genes up-regulated by activation of Notch signaling.,HS,26771021,,,,2025.1.Hs,HS,3280,H,
HEYL,26508,ENSG00000163909,HEYL,26508,ENSG00000163909,HEYL,M5903,HALLMARK_NOTCH_SIGNALING,H,,Hallmark,Genes up-regulated by activation of Notch signaling.,HS,26771021,,,,2025.1.Hs,HS,26508,H,
JAG1,182,ENSG00000101384,JAG1,182,ENSG00000101384,JAG1,M5903,HALLMARK_NOTCH_SIGNALING,H,,Hallmark,Genes up-regulated by activation of Notch signaling.,HS,26771021,,,,2025.1.Hs,HS,182,H,
KAT2A,2648,ENSG00000108773,KAT2A,2648,ENSG00000108773,KAT2A,M5903,HALLMARK_NOTCH_SIGNALING,H,,Hallmark,Genes up-regulated by activation of Notch signaling.,HS,26771021,,,,2025.1.Hs,HS,2648,H,
LFNG,3955,ENSG00000106003,LFNG,3955,ENSG00000106003,LFNG,M5903,HALLMARK_NOTCH_SIGNALING,H,,Hallmark,Genes up-regulated by activation of Notch signaling.,HS,26771021,,,,2025.1.Hs,HS,3955,H,
MAML2,84441,ENSG00000184384,MAML2,84441,ENSG00000184384,MAML2,M5903,HALLMARK_NOTCH_SIGNALING,H,,Hallmark,Genes up-regulated by activation of Notch signaling.,HS,26771021,,,,2025.1.Hs,HS,84441,H,
NOTCH1,4851,ENSG00000148400,NOTCH1,4851,ENSG00000148400,NOTCH1,M5903,HALLMARK_NOTCH_SIGNALING,H,,Hallmark,Genes up-regulated by activation of Notch signaling.,HS,26771021,,,,2025.1.Hs,HS,4851,H,
NOTCH2,4853,ENSG00000134250,NOTCH2,4853,ENSG00000134250,NOTCH2,M5903,HALLMARK_NOTCH_SIGNALING,H,,Hallmark,Genes up-regulated by activation of Notch signaling.,HS,26771021,,,,2025.1.Hs,HS,4853,H,
NOTCH3,4854,ENSG00000074181,NOTCH3,4854,ENSG00000074181,NOTCH3,M5903,HALLMARK_NOTCH_SIGNALING,H,,Hallmark,Genes up-regulated by activation of Notch signaling.,HS,26771021,,,,2025.1.Hs,HS,4854,H,
